suffix;len;count;%count;der;die;das;%der;%die;%das;rev
-stieg;5;1;0.01;1;0;0;100.00;0.00;0.00;geits-
-reude;5;2;0.02;0;2;0;0.00;100.00;0.00;eduer-
-arze;4;1;0.01;0;1;0;0.00;100.00;0.00;ezra-
-zip;3;1;0.01;0;0;1;0.00;0.00;100.00;piz-
-shalt;5;1;0.01;1;0;0;100.00;0.00;0.00;tlahs-
-euge;4;1;0.01;1;0;0;100.00;0.00;0.00;egue-
-erze;4;1;0.01;0;1;0;0.00;100.00;0.00;ezre-
-auce;4;1;0.01;0;1;0;0.00;100.00;0.00;ecua-
-üssel;5;2;0.02;1;1;0;50.00;50.00;0.00;lessü-
-ttag;4;2;0.02;2;0;0;100.00;0.00;0.00;gatt-
-raum;4;2;0.02;2;0;0;100.00;0.00;0.00;muar-
-aufel;5;1;0.01;0;1;0;0.00;100.00;0.00;lefua-
-raun;4;1;0.01;0;0;1;0.00;0.00;100.00;nuar-
-arre;4;3;0.03;0;3;0;0.00;100.00;0.00;erra-
-hiene;5;1;0.01;0;1;0;0.00;100.00;0.00;eneih-
-geln;4;1;0.01;0;0;1;0.00;0.00;100.00;nleg-
-erne;4;1;0.01;0;1;0;0.00;100.00;0.00;enre-
-irne;4;1;0.01;0;1;0;0.00;100.00;0.00;enri-
-tch;3;2;0.02;1;0;1;50.00;0.00;50.00;hct-
-zer;3;3;0.03;3;0;0;100.00;0.00;0.00;rez-
-ramm;4;2;0.02;0;0;2;0.00;0.00;100.00;mmar-
-aufen;5;2;0.02;1;0;1;50.00;0.00;50.00;nefua-
-spiel;5;1;0.01;0;0;1;0.00;0.00;100.00;leips-
-auch;4;2;0.02;2;0;0;100.00;0.00;0.00;hcua-
-kröte;5;1;0.01;0;1;0;0.00;100.00;0.00;etörk-
-diot;4;1;0.01;1;0;0;100.00;0.00;0.00;toid-
-ttel;4;2;0.02;2;0;0;100.00;0.00;0.00;lett-
-retär;5;1;0.01;1;0;0;100.00;0.00;0.00;räter-
-enlid;5;1;0.01;0;0;1;0.00;0.00;100.00;dilne-
-arbe;4;3;0.03;0;3;0;0.00;100.00;0.00;ebra-
-too;3;1;0.01;0;0;1;0.00;0.00;100.00;oot-
-ltur;4;1;0.01;0;1;0;0.00;100.00;0.00;rutl-
-lten;4;2;0.02;0;0;2;0.00;0.00;100.00;netl-
-kehr;4;2;0.02;1;1;0;50.00;50.00;0.00;rhek-
-tten;4;2;0.02;2;0;0;100.00;0.00;0.00;nett-
-ining;5;1;0.01;0;0;1;0.00;0.00;100.00;gnini-
-raut;4;3;0.03;0;1;2;0.00;33.33;66.67;tuar-
-otion;5;1;0.01;0;1;0;0.00;100.00;0.00;noito-
-nie;3;5;0.06;0;3;2;0.00;60.00;40.00;ein-
-illa;4;1;0.01;0;1;0;0.00;100.00;0.00;alli-
-error;5;1;0.01;1;0;0;100.00;0.00;0.00;rorre-
-nee;3;1;0.01;1;0;0;100.00;0.00;0.00;een-
-stier;5;1;0.01;0;0;1;0.00;0.00;100.00;reits-
-tor;3;8;0.09;8;0;0;100.00;0.00;0.00;rot-
-nig;3;2;0.02;2;0;0;100.00;0.00;0.00;gin-
-alte;4;1;0.01;0;1;0;0.00;100.00;0.00;etla-
-nsekt;5;1;0.01;0;0;1;0.00;0.00;100.00;tkesn-
-lter;4;3;0.03;1;1;1;33.33;33.33;33.33;retl-
-tter;4;8;0.09;2;5;1;25.00;62.50;12.50;rett-
-ltar;4;1;0.01;1;0;0;100.00;0.00;0.00;ratl-
-elpe;4;1;0.01;1;0;0;100.00;0.00;0.00;eple-
-arren;5;1;0.01;1;0;0;100.00;0.00;0.00;nerra-
-aust;4;1;0.01;0;1;0;0.00;100.00;0.00;tsua-
-setz;4;1;0.01;0;0;1;0.00;0.00;100.00;ztes-
-alle;4;1;0.01;0;1;0;0.00;100.00;0.00;ella-
-elle;4;4;0.05;0;4;0;0.00;100.00;0.00;elle-
-ille;4;6;0.07;1;5;0;16.67;83.33;0.00;elli-
-nik;3;2;0.02;0;2;0;0.00;100.00;0.00;kin-
-reite;5;1;0.01;0;1;0;0.00;100.00;0.00;etier-
-arine;5;1;0.01;0;1;0;0.00;100.00;0.00;enira-
-udern;5;1;0.01;0;0;1;0.00;0.00;100.00;nredu-
-öbel;4;1;0.01;0;0;1;0.00;0.00;100.00;lebö-
-arrer;5;1;0.01;1;0;0;100.00;0.00;0.00;rerra-
-öte;3;1;0.01;0;1;0;0.00;100.00;0.00;etö-
-nerin;5;1;0.01;0;1;0;0.00;100.00;0.00;niren-
-isung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnusi-
-neral;5;1;0.01;1;0;0;100.00;0.00;0.00;laren-
-nel;3;2;0.02;1;0;1;50.00;0.00;50.00;len-
-eise;4;3;0.03;0;3;0;0.00;100.00;0.00;esie-
-era;3;1;0.01;0;1;0;0.00;100.00;0.00;are-
-nal;3;4;0.05;1;0;3;25.00;0.00;75.00;lan-
-irche;5;1;0.01;0;1;0;0.00;100.00;0.00;ehcri-
-hof;3;4;0.05;4;0;0;100.00;0.00;0.00;foh-
-üro;3;2;0.02;0;0;2;0.00;0.00;100.00;orü-
-tete;4;1;0.01;1;0;0;100.00;0.00;0.00;etet-
-nur;3;1;0.01;0;1;0;0.00;100.00;0.00;run-
-nen;3;5;0.06;1;0;4;20.00;0.00;80.00;nen-
-eige;4;1;0.01;0;1;0;0.00;100.00;0.00;egie-
-öhe;3;2;0.02;0;2;0;0.00;100.00;0.00;ehö-
-erd;3;2;0.02;1;0;1;50.00;0.00;50.00;dre-
-ädel;4;1;0.01;1;0;0;100.00;0.00;0.00;ledä-
-ere;3;3;0.03;0;1;2;0.00;33.33;66.67;ere-
-end;3;4;0.05;2;1;1;50.00;25.00;25.00;dne-
-berge;5;1;0.01;0;1;0;0.00;100.00;0.00;egreb-
-edhof;5;1;0.01;1;0;0;100.00;0.00;0.00;fohde-
-ene;3;7;0.08;2;5;0;28.57;71.43;0.00;ene-
-chatz;5;1;0.01;1;0;0;100.00;0.00;0.00;ztahc-
-ner;3;10;0.11;10;0;0;100.00;0.00;0.00;ren-
-nis;3;10;0.11;0;1;9;0.00;10.00;90.00;sin-
-udent;5;1;0.01;1;0;0;100.00;0.00;0.00;tnedu-
-erg;3;2;0.02;2;0;0;100.00;0.00;0.00;gre-
-hmerz;5;1;0.01;1;0;0;100.00;0.00;0.00;zremh-
-hol;3;1;0.01;1;0;0;100.00;0.00;0.00;loh-
-tität;5;1;0.01;0;1;0;0.00;100.00;0.00;tätit-
-efe;3;1;0.01;0;1;0;0.00;100.00;0.00;efe-
-eich;4;2;0.02;1;0;1;50.00;0.00;50.00;hcie-
-thek;4;1;0.01;0;1;0;0.00;100.00;0.00;keht-
-tstag;5;1;0.01;1;0;0;100.00;0.00;0.00;gatst-
-net;3;1;0.01;1;0;0;100.00;0.00;0.00;ten-
-affe;4;2;0.02;0;2;0;0.00;100.00;0.00;effa-
-ebe;3;4;0.05;0;2;2;0.00;50.00;50.00;ebe-
-hnhof;5;1;0.01;1;0;0;100.00;0.00;0.00;fohnh-
-nat;3;1;0.01;1;0;0;100.00;0.00;0.00;tan-
-erk;3;2;0.02;0;0;2;0.00;0.00;100.00;kre-
-änger;5;4;0.05;4;0;0;100.00;0.00;0.00;regnä-
-rteil;5;2;0.02;1;0;1;50.00;0.00;50.00;lietr-
-ke-up;5;1;0.01;0;0;1;0.00;0.00;100.00;pu-ek-
-enk;3;4;0.05;0;0;4;0.00;0.00;100.00;kne-
-erl;3;2;0.02;2;0;0;100.00;0.00;0.00;lre-
-ufzug;5;2;0.02;2;0;0;100.00;0.00;0.00;guzfu-
-ern;3;8;0.09;4;0;4;50.00;0.00;50.00;nre-
-nnung;5;2;0.02;0;2;0;0.00;100.00;0.00;gnunn-
-buch;4;2;0.02;0;0;2;0.00;0.00;100.00;hcub-
-aggon;5;1;0.01;1;0;0;100.00;0.00;0.00;nogga-
-feife;5;2;0.02;0;2;0;0.00;100.00;0.00;efief-
-eist;4;2;0.02;1;0;1;50.00;0.00;50.00;tsie-
-unke;4;1;0.01;1;0;0;100.00;0.00;0.00;eknu-
-berst;5;1;0.01;1;0;0;100.00;0.00;0.00;tsreb-
-lett;4;2;0.02;0;0;2;0.00;0.00;100.00;ttel-
-err;3;4;0.05;4;0;0;100.00;0.00;0.00;rre-
-how;3;1;0.01;0;1;0;0.00;100.00;0.00;woh-
-unge;4;5;0.06;2;3;0;40.00;60.00;0.00;egnu-
-bak;3;1;0.01;1;0;0;100.00;0.00;0.00;kab-
-bel;3;9;0.10;3;2;4;33.33;22.22;44.44;leb-
-ert;3;5;0.06;2;0;3;40.00;0.00;60.00;tre-
-bin;3;1;0.01;1;0;0;100.00;0.00;0.00;nib-
-ent;3;14;0.16;7;0;7;50.00;0.00;50.00;tne-
-erv;3;1;0.01;1;0;0;100.00;0.00;0.00;vre-
-elsen;5;1;0.01;1;0;0;100.00;0.00;0.00;nesle-
-ben;3;4;0.05;2;0;2;50.00;0.00;50.00;neb-
-bus;3;1;0.01;1;0;0;100.00;0.00;0.00;sub-
-ebs;3;1;0.01;1;0;0;100.00;0.00;0.00;sbe-
-lbst;4;1;0.01;0;0;1;0.00;0.00;100.00;tsbl-
-uter;4;1;0.01;1;0;0;100.00;0.00;0.00;retu-
-unzen;5;1;0.01;0;0;1;0.00;0.00;100.00;neznu-
-ffung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnuff-
-fnung;5;2;0.02;0;2;0;0.00;100.00;0.00;gnunf-
-nwalt;5;2;0.02;2;0;0;100.00;0.00;0.00;tlawn-
-ymbol;5;1;0.01;0;0;1;0.00;0.00;100.00;lobmy-
-ber;3;6;0.07;4;0;2;66.67;0.00;33.33;reb-
-erz;3;2;0.02;1;0;1;50.00;0.00;50.00;zre-
-rzog;4;1;0.01;1;0;0;100.00;0.00;0.00;gozr-
-enz;3;6;0.07;0;6;0;0.00;100.00;0.00;zne-
-bar;3;2;0.02;1;1;0;50.00;50.00;0.00;rab-
-itän;4;1;0.01;1;0;0;100.00;0.00;0.00;näti-
-ufzer;5;1;0.01;1;0;0;100.00;0.00;0.00;rezfu-
-bet;3;1;0.01;0;0;1;0.00;0.00;100.00;teb-
-bteil;5;1;0.01;0;0;1;0.00;0.00;100.00;lietb-
-äre;3;2;0.02;0;2;0;0.00;100.00;0.00;erä-
-nacht;5;1;0.01;0;1;0;0.00;100.00;0.00;thcan-
-unst;4;2;0.02;1;1;0;50.00;50.00;0.00;tsnu-
-äne;3;1;0.01;0;1;0;0.00;100.00;0.00;enä-
-ität;4;7;0.08;0;7;0;0.00;100.00;0.00;täti-
-unkt;4;2;0.02;2;0;0;100.00;0.00;0.00;tknu-
-lität;5;2;0.02;0;2;0;0.00;100.00;0.00;tätil-
-hloch;5;1;0.01;0;0;1;0.00;0.00;100.00;hcolh-
-räch;4;2;0.02;0;0;2;0.00;0.00;100.00;hcär-
-ahmen;5;1;0.01;1;0;0;100.00;0.00;0.00;nemha-
-pagne;5;1;0.01;0;1;0;0.00;100.00;0.00;engap-
-änk;3;1;0.01;0;0;1;0.00;0.00;100.00;knä-
-nick;4;1;0.01;0;0;1;0.00;0.00;100.00;kcin-
-nion;4;1;0.01;0;1;0;0.00;100.00;0.00;noin-
-asche;5;4;0.05;0;4;0;0.00;100.00;0.00;ehcsa-
-öße;3;1;0.01;0;1;0;0.00;100.00;0.00;eßö-
-weite;5;1;0.01;0;1;0;0.00;100.00;0.00;etiew-
-rtag;4;1;0.01;1;0;0;100.00;0.00;0.00;gatr-
-hsene;5;1;0.01;1;0;0;100.00;0.00;0.00;enesh-
-unnel;5;1;0.01;1;0;0;100.00;0.00;0.00;lennu-
-nkung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnukn-
-esitz;5;1;0.01;1;0;0;100.00;0.00;0.00;ztise-
-hloss;5;2;0.02;0;0;2;0.00;0.00;100.00;ssolh-
-mbol;4;1;0.01;0;0;1;0.00;0.00;100.00;lobm-
-unnen;5;1;0.01;1;0;0;100.00;0.00;0.00;nennu-
-such;4;2;0.02;2;0;0;100.00;0.00;0.00;hcus-
-ouch;4;1;0.01;0;1;0;0.00;100.00;0.00;hcuo-
-rtel;4;2;0.02;1;0;1;50.00;0.00;50.00;letr-
-rten;4;2;0.02;1;0;1;50.00;0.00;50.00;netr-
-ubnis;5;1;0.01;0;1;0;0.00;100.00;0.00;sinbu-
-ausch;5;2;0.02;2;0;0;100.00;0.00;0.00;hcsua-
-äft;3;4;0.05;0;0;4;0.00;0.00;100.00;tfä-
-tille;5;1;0.01;0;1;0;0.00;100.00;0.00;ellit-
-guss;4;1;0.01;1;0;0;100.00;0.00;0.00;ssug-
-ncen;4;1;0.01;0;1;0;0.00;100.00;0.00;necn-
-rter;4;1;0.01;1;0;0;100.00;0.00;0.00;retr-
-vorit;5;1;0.01;1;0;0;100.00;0.00;0.00;tirov-
-olle;4;5;0.06;0;5;0;0.00;100.00;0.00;ello-
-immel;5;2;0.02;2;0;0;100.00;0.00;0.00;lemmi-
-immen;5;1;0.01;0;0;1;0.00;0.00;100.00;nemmi-
-hwert;5;1;0.01;0;0;1;0.00;0.00;100.00;trewh-
-ystem;5;1;0.01;0;0;1;0.00;0.00;100.00;metsy-
-vater;5;1;0.01;1;0;0;100.00;0.00;0.00;retav-
-rzeug;5;1;0.01;0;0;1;0.00;0.00;100.00;guezr-
-sache;5;2;0.02;0;2;0;0.00;100.00;0.00;ehcas-
-nkind;5;1;0.01;0;0;1;0.00;0.00;100.00;dnikn-
-immer;5;6;0.07;0;0;6;0.00;0.00;100.00;remmi-
-kette;5;1;0.01;0;1;0;0.00;100.00;0.00;ettek-
-ße;2;4;0.05;0;4;0;0.00;100.00;0.00;eß-
-haden;5;2;0.02;2;0;0;100.00;0.00;0.00;nedah-
-luse;4;1;0.01;0;1;0;0.00;100.00;0.00;esul-
-aumen;5;1;0.01;1;0;0;100.00;0.00;0.00;nemua-
-folge;5;1;0.01;0;1;0;0.00;100.00;0.00;eglof-
-gion;4;2;0.02;0;2;0;0.00;100.00;0.00;noig-
-ebnis;5;1;0.01;0;0;1;0.00;0.00;100.00;sinbe-
-sion;4;8;0.09;0;8;0;0.00;100.00;0.00;nois-
-änzer;5;1;0.01;1;0;0;100.00;0.00;0.00;reznä-
-ume;3;1;0.01;0;1;0;0.00;100.00;0.00;emu-
-siko;4;1;0.01;0;0;1;0.00;0.00;100.00;okis-
-sign;4;1;0.01;0;0;1;0.00;0.00;100.00;ngis-
-ammer;5;2;0.02;1;1;0;50.00;50.00;0.00;remma-
-zeln;4;1;0.01;0;1;0;0.00;100.00;0.00;nlez-
-nsinn;5;2;0.02;2;0;0;100.00;0.00;0.00;nnisn-
-monie;5;1;0.01;0;1;0;0.00;100.00;0.00;einom-
-rte;3;5;0.06;2;3;0;40.00;60.00;0.00;etr-
-luch;4;1;0.01;1;0;0;100.00;0.00;0.00;hcul-
-tuch;4;2;0.02;0;0;2;0.00;0.00;100.00;hcut-
-este;4;1;0.01;0;1;0;0.00;100.00;0.00;etse-
-iste;4;2;0.02;0;2;0;0.00;100.00;0.00;etsi-
-dard;4;1;0.01;1;0;0;100.00;0.00;0.00;drad-
-rle;3;2;0.02;0;2;0;0.00;100.00;0.00;elr-
-ersum;5;1;0.01;0;0;1;0.00;0.00;100.00;musre-
-uum;3;1;0.01;0;0;1;0.00;0.00;100.00;muu-
-efäß;4;1;0.01;0;0;1;0.00;0.00;100.00;ßäfe-
-ugend;5;1;0.01;0;1;0;0.00;100.00;0.00;dnegu-
-rett;4;1;0.01;0;0;1;0.00;0.00;100.00;tter-
-zept;4;1;0.01;0;0;1;0.00;0.00;100.00;tpez-
-luck;4;1;0.01;1;0;0;100.00;0.00;0.00;kcul-
-hädel;5;1;0.01;1;0;0;100.00;0.00;0.00;ledäh-
-rde;3;4;0.05;0;4;0;0.00;100.00;0.00;edr-
-ose;3;8;0.09;2;6;0;25.00;75.00;0.00;eso-
-reppe;5;1;0.01;0;1;0;0.00;100.00;0.00;epper-
-ck-up;5;1;0.01;1;0;0;100.00;0.00;0.00;pu-kc-
-arsch;5;1;0.01;1;0;0;100.00;0.00;0.00;hcsra-
-check;5;1;0.01;1;0;0;100.00;0.00;0.00;kcehc-
-hang;4;3;0.03;3;0;0;100.00;0.00;0.00;gnah-
-uin;3;1;0.01;1;0;0;100.00;0.00;0.00;niu-
-ual;3;1;0.01;0;0;1;0.00;0.00;100.00;lau-
-evel;4;1;0.01;0;0;1;0.00;0.00;100.00;leve-
-gende;5;1;0.01;0;1;0;0.00;100.00;0.00;edneg-
-za;2;1;0.01;0;1;0;0.00;100.00;0.00;az-
-ntrag;5;1;0.01;1;0;0;100.00;0.00;0.00;gartn-
-uen;3;2;0.02;0;0;2;0.00;0.00;100.00;neu-
-llte;4;1;0.01;1;0;0;100.00;0.00;0.00;etll-
-udium;5;1;0.01;0;0;1;0.00;0.00;100.00;muidu-
-rbst;4;2;0.02;2;0;0;100.00;0.00;0.00;tsbr-
-luss;4;4;0.05;4;0;0;100.00;0.00;0.00;ssul-
-ftung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnutf-
-remse;5;1;0.01;0;1;0;0.00;100.00;0.00;esmer-
-flung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnulf-
-utzen;5;1;0.01;1;0;0;100.00;0.00;0.00;neztu-
-lust;4;1;0.01;1;0;0;100.00;0.00;0.00;tsul-
-ntrum;5;2;0.02;0;0;2;0.00;0.00;100.00;murtn-
-ra;2;1;0.01;0;1;0;0.00;100.00;0.00;ar-
-ektor;5;1;0.01;1;0;0;100.00;0.00;0.00;rotke-
-rb;2;1;0.01;1;0;0;100.00;0.00;0.00;br-
-siker;5;1;0.01;1;0;0;100.00;0.00;0.00;rekis-
-och;3;4;0.05;1;0;3;25.00;0.00;75.00;hco-
-uer;3;7;0.08;1;4;2;14.29;57.14;28.57;reu-
-ze;2;18;0.21;1;16;1;5.56;88.89;5.56;ez-
-ve;2;2;0.02;1;1;0;50.00;50.00;0.00;ev-
-fa;2;1;0.01;0;0;1;0.00;0.00;100.00;af-
-ool;3;1;0.01;1;0;0;100.00;0.00;0.00;loo-
-lfe;3;1;0.01;0;1;0;0.00;100.00;0.00;efl-
-rd;2;8;0.09;7;0;1;87.50;0.00;12.50;dr-
-oom;3;1;0.01;1;0;0;100.00;0.00;0.00;moo-
-re;2;11;0.13;0;9;2;0.00;81.82;18.18;er-
-oblem;5;1;0.01;0;0;1;0.00;0.00;100.00;melbo-
-nd;2;45;0.51;28;5;12;62.22;11.11;26.67;dn-
-ieb;3;1;0.01;1;0;0;100.00;0.00;0.00;bei-
-ock;3;5;0.06;5;0;0;100.00;0.00;0.00;kco-
-rf;2;1;0.01;0;0;1;0.00;0.00;100.00;fr-
-ne;2;27;0.31;2;25;0;7.41;92.59;0.00;en-
-lige;4;1;0.01;1;0;0;100.00;0.00;0.00;egil-
-stall;5;1;0.01;1;0;0;100.00;0.00;0.00;llats-
-ergie;5;1;0.01;0;1;0;0.00;100.00;0.00;eigre-
-rg;2;3;0.03;3;0;0;100.00;0.00;0.00;gr-
-ied;3;6;0.07;2;0;4;33.33;0.00;66.67;dei-
-ng;2;131;1.49;24;103;4;18.32;78.63;3.05;gn-
-fe;2;9;0.10;1;8;0;11.11;88.89;0.00;ef-
-akter;5;1;0.01;1;0;0;100.00;0.00;0.00;retka-
-druck;5;3;0.03;3;0;0;100.00;0.00;0.00;kcurd-
-ff;2;12;0.14;10;0;2;83.33;0.00;16.67;ff-
-be;2;19;0.22;3;14;2;15.79;73.68;10.53;eb-
-dant;4;1;0.01;1;0;0;100.00;0.00;0.00;tnad-
-oss;3;2;0.02;0;0;2;0.00;0.00;100.00;sso-
-fte;3;2;0.02;0;2;0;0.00;100.00;0.00;etf-
-nhaus;5;2;0.02;0;0;2;0.00;0.00;100.00;suahn-
-ief;3;1;0.01;1;0;0;100.00;0.00;0.00;fei-
-pich;4;2;0.02;2;0;0;100.00;0.00;0.00;hcip-
-ost;3;3;0.03;1;2;0;33.33;66.67;0.00;tso-
-rk;2;5;0.06;3;0;2;60.00;0.00;40.00;kr-
-rty;3;1;0.01;0;1;0;0.00;100.00;0.00;ytr-
-ieg;3;3;0.03;3;0;0;100.00;0.00;0.00;gei-
-ieh;3;1;0.01;0;0;1;0.00;0.00;100.00;hei-
-haft;4;8;0.09;1;7;0;12.50;87.50;0.00;tfah-
-nk;2;12;0.14;5;2;5;41.67;16.67;41.67;kn-
-oot;3;1;0.01;0;0;1;0.00;0.00;100.00;too-
-rl;2;2;0.02;2;0;0;100.00;0.00;0.00;lr-
-bi;2;1;0.01;1;0;0;100.00;0.00;0.00;ib-
-ium;3;3;0.03;0;0;3;0.00;0.00;100.00;mui-
-rm;2;15;0.17;10;5;0;66.67;33.33;0.00;mr-
-tion;4;26;0.30;0;26;0;0.00;100.00;0.00;noit-
-rn;2;12;0.14;4;1;7;33.33;8.33;58.33;nr-
-lick;4;7;0.08;7;0;0;100.00;0.00;0.00;kcil-
-urze;4;1;0.01;0;1;0;0.00;100.00;0.00;ezru-
-ichen;5;1;0.01;0;0;1;0.00;0.00;100.00;nehci-
-ro;2;2;0.02;0;0;2;0.00;0.00;100.00;or-
-nn;2;7;0.08;6;0;1;85.71;0.00;14.29;nn-
-akete;5;2;0.02;0;2;0;0.00;100.00;0.00;eteka-
-urve;4;1;0.01;0;1;0;0.00;100.00;0.00;evru-
-iel;3;5;0.06;0;0;5;0.00;0.00;100.00;lei-
-stadt;5;1;0.01;0;1;0;0.00;100.00;0.00;tdats-
-ial;3;1;0.01;0;0;1;0.00;0.00;100.00;lai-
-cke;3;11;0.13;0;11;0;0.00;100.00;0.00;ekc-
-ittag;5;2;0.02;2;0;0;100.00;0.00;0.00;gatti-
-ien;3;2;0.02;0;1;1;0.00;50.00;50.00;nei-
-rr;2;5;0.06;5;0;0;100.00;0.00;0.00;rr-
-zt;2;2;0.02;2;0;0;100.00;0.00;0.00;tz-
-bste;4;1;0.01;0;1;0;0.00;100.00;0.00;etsb-
-rs;2;1;0.01;1;0;0;100.00;0.00;0.00;sr-
--Bahn;5;1;0.01;0;1;0;0.00;100.00;0.00;nhaB--
-ns;2;3;0.03;0;3;0;0.00;100.00;0.00;sn-
-rt;2;27;0.31;9;12;6;33.33;44.44;22.22;tr-
-ittel;5;1;0.01;1;0;0;100.00;0.00;0.00;letti-
-nt;2;22;0.25;12;1;9;54.55;4.55;40.91;tn-
-edien;5;1;0.01;0;1;0;0.00;100.00;0.00;neide-
-muck;4;1;0.01;1;0;0;100.00;0.00;0.00;kcum-
-rv;2;1;0.01;1;0;0;100.00;0.00;0.00;vr-
-ragen;5;1;0.01;1;0;0;100.00;0.00;0.00;negar-
-wehr;4;1;0.01;0;0;1;0.00;0.00;100.00;rhew-
-ier;3;11;0.13;4;1;6;36.36;9.09;54.55;rei-
-welt;4;1;0.01;0;1;0;0.00;100.00;0.00;tlew-
-ies;3;1;0.01;1;0;0;100.00;0.00;0.00;sei-
-bs;2;1;0.01;1;0;0;100.00;0.00;0.00;sb-
-ft;2;24;0.27;6;13;5;25.00;54.17;20.83;tf-
-zz;2;1;0.01;1;0;0;100.00;0.00;0.00;zz-
-essin;5;1;0.01;0;1;0;0.00;100.00;0.00;nisse-
-achen;5;3;0.03;0;0;3;0.00;0.00;100.00;nehca-
-iet;3;2;0.02;0;0;2;0.00;0.00;100.00;tei-
-ry;2;1;0.01;0;1;0;0.00;100.00;0.00;yr-
-essen;5;3;0.03;0;0;3;0.00;0.00;100.00;nesse-
-rz;2;3;0.03;1;0;2;33.33;0.00;66.67;zr-
-itter;5;1;0.01;1;0;0;100.00;0.00;0.00;retti-
-iew;3;1;0.01;0;0;1;0.00;0.00;100.00;wei-
-nz;2;10;0.11;4;6;0;40.00;60.00;0.00;zn-
-esser;5;1;0.01;0;0;1;0.00;0.00;100.00;resse-
-by;2;3;0.03;0;1;2;0.00;33.33;66.67;yb-
-idor;4;1;0.01;1;0;0;100.00;0.00;0.00;rodi-
-hette;5;1;0.01;0;0;1;0.00;0.00;100.00;etteh-
-wboy;4;1;0.01;1;0;0;100.00;0.00;0.00;yobw-
-alten;5;2;0.02;0;0;2;0.00;0.00;100.00;netla-
-alter;5;1;0.01;1;0;0;100.00;0.00;0.00;retla-
-eans;4;1;0.01;0;1;0;0.00;100.00;0.00;snae-
-afé;3;1;0.01;0;0;1;0.00;0.00;100.00;éfa-
-klung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnulk-
-ßball;5;1;0.01;1;0;0;100.00;0.00;0.00;llabß-
-üfte;4;1;0.01;0;1;0;0.00;100.00;0.00;etfü-
-wesen;5;2;0.02;0;0;2;0.00;0.00;100.00;nesew-
-elenk;5;2;0.02;0;0;2;0.00;0.00;100.00;knele-
-ruch;4;3;0.03;3;0;0;100.00;0.00;0.00;hcur-
-ospe;4;1;0.01;0;1;0;0.00;100.00;0.00;epso-
-ruck;4;5;0.06;5;0;0;100.00;0.00;0.00;kcur-
-chung;5;4;0.05;0;4;0;0.00;100.00;0.00;gnuhc-
-fang;4;2;0.02;2;0;0;100.00;0.00;0.00;gnaf-
-ücke;4;2;0.02;0;2;0;0.00;100.00;0.00;ekcü-
-rophe;5;1;0.01;0;1;0;0.00;100.00;0.00;ehpor-
-dwich;5;1;0.01;0;0;1;0.00;0.00;100.00;hciwd-
-urzel;5;1;0.01;0;1;0;0.00;100.00;0.00;lezru-
-äß;2;1;0.01;0;0;1;0.00;0.00;100.00;ßä-
-rust;4;2;0.02;0;2;0;0.00;100.00;0.00;tsur-
-nchen;5;2;0.02;0;0;2;0.00;0.00;100.00;nehcn-
-over;4;1;0.01;1;0;0;100.00;0.00;0.00;revo-
-rise;4;2;0.02;0;2;0;0.00;100.00;0.00;esir-
-chrei;5;2;0.02;2;0;0;100.00;0.00;0.00;ierhc-
-ombe;4;1;0.01;0;1;0;0.00;100.00;0.00;ebmo-
-dtuch;5;1;0.01;0;0;1;0.00;0.00;100.00;hcutd-
-rauen;5;2;0.02;0;0;2;0.00;0.00;100.00;neuar-
-vice;4;1;0.01;1;0;0;100.00;0.00;0.00;eciv-
-bart;4;1;0.01;1;0;0;100.00;0.00;0.00;trab-
-wagen;5;3;0.03;3;0;0;100.00;0.00;0.00;negaw-
-fant;4;1;0.01;1;0;0;100.00;0.00;0.00;tnaf-
-nant;4;1;0.01;1;0;0;100.00;0.00;0.00;tnan-
-ument;5;3;0.03;0;0;3;0.00;0.00;100.00;tnemu-
-einen;5;3;0.03;0;0;3;0.00;0.00;100.00;nenie-
-ollar;5;1;0.01;1;0;0;100.00;0.00;0.00;rallo-
-mmern;5;1;0.01;0;0;1;0.00;0.00;100.00;nremm-
-rauer;5;3;0.03;0;3;0;0.00;100.00;0.00;reuar-
-ärme;4;1;0.01;0;1;0;0.00;100.00;0.00;emrä-
-hhalm;5;1;0.01;1;0;0;100.00;0.00;0.00;mlahh-
-chine;5;1;0.01;0;1;0;0.00;100.00;0.00;enihc-
-rick;4;1;0.01;1;0;0;100.00;0.00;0.00;kcir-
-hema;4;1;0.01;0;0;1;0.00;0.00;100.00;ameh-
-bäude;5;1;0.01;0;0;1;0.00;0.00;100.00;eduäb-
-chiff;5;1;0.01;0;0;1;0.00;0.00;100.00;ffihc-
-erzen;5;1;0.01;0;1;0;0.00;100.00;0.00;nezre-
-urnal;5;1;0.01;0;0;1;0.00;0.00;100.00;lanru-
-rist;4;1;0.01;1;0;0;100.00;0.00;0.00;tsir-
-zist;4;2;0.02;2;0;0;100.00;0.00;0.00;tsiz-
-chirm;5;3;0.03;3;0;0;100.00;0.00;0.00;mrihc-
-atze;4;2;0.02;0;2;0;0.00;100.00;0.00;ezta-
